ASV1	CR01	100.000	379	0	0	1	379	18	396	0.0	701
ASV1	CR58	99.736	379	1	0	1	379	18	396	0.0	697
ASV1	CR31	100.000	377	0	0	3	379	20	396	0.0	697
ASV1	CR53	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR48	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR47	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR46	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR37	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR36	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR28	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR27	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR24	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR22	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR21	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR20	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR18	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR15	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR13	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR10	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR09	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR05	99.736	379	1	0	1	379	18	396	0.0	695
ASV1	CR04	99.472	379	2	0	1	379	18	396	0.0	691
ASV1	CR57	99.472	379	2	0	1	379	18	396	0.0	689
ASV1	CR56	99.472	379	2	0	1	379	18	396	0.0	689
ASV1	CR54	99.472	379	2	0	1	379	18	396	0.0	689
ASV1	CR45	99.472	379	2	0	1	379	18	396	0.0	689
ASV1	CR44	99.472	379	2	0	1	379	18	396	0.0	689
ASV1	CR39	99.472	379	2	0	1	379	18	396	0.0	689
ASV1	CR38	99.472	379	2	0	1	379	18	396	0.0	689
ASV1	CR26	99.472	379	2	0	1	379	18	396	0.0	689
ASV1	CR14	99.472	379	2	0	1	379	18	396	0.0	689
ASV1	CR11	99.472	379	2	0	1	379	18	396	0.0	689
ASV1	CR06	99.472	379	2	0	1	379	18	396	0.0	689
ASV1	CR55	99.208	379	3	0	1	379	18	396	0.0	684
ASV1	CR51	99.208	379	3	0	1	379	18	396	0.0	684
ASV1	CR49	99.208	379	3	0	1	379	18	396	0.0	684
ASV1	CR40	99.208	379	3	0	1	379	18	396	0.0	684
ASV1	CR32	99.208	379	3	0	1	379	18	396	0.0	684
ASV1	CR25	99.208	379	3	0	1	379	18	396	0.0	684
ASV1	CR12	99.208	379	3	0	1	379	18	396	0.0	684
